,accessibilité,adresse,alt,architecte,artiste,bouches,code,construction,corresp 1,corresp 2,corresp 3,corresp 4,corresp 5,exploitant,fermeture,géolocalisation,image,latitude,ligne,ligne  1,ligne 1,ligne 2,ligne 3,ligne 4,ligne 5,longitude,longueur,légende,mise en service,nom,nom inaugural,pays,position,propriétaire,quais,quartier,station précédente 1,station précédente 2,station précédente 3,station précédente 4,station précédente 5,station suivante 1,station suivante 2,station suivante 3,station suivante 4,station suivante 5,subdivision,taille image,titre corresp 1,titre corresp 2,titre corresp 3,titre corresp 4,titre corresp 5,titre quartier,titre subdivision,transit,url,ville,voies,zone
Trocadéro (métro de Paris),,,,,,,1715.0,,['Bus RATP/correspondances nombreuses avec intitulé|22|30|32|63'],['Noctilien/correspondances avec intitulé|N53'],['Bus Optile/correspondances avec intitulé|Le Bus Direct|1|2'],,,RATP,,Paris/16e arrondissement de Paris,Estación de Trocadero metro de París 1 2019.jpg,48.863301407600744,['Métro de Paris/correspondances|6|9'],,['Métro de Paris/correspondance|6'],['Métro de Paris/correspondance|9'],,,,2.2870606184005737,,Quais de la ligne 9.,"['Métro de Paris/correspondances|5', 'Métro de Paris/correspondances|6', 'Date|2 octobre 1900|dans les chemins de fer', 'Métro de Paris/correspondances|9', 'Date|8 novembre 1922|dans les chemins de fer']",Trocadéro,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['Boissière (métro de Paris)|Boissière'],['Rue de la Pompe (métro de Paris)|Rue de la Pompe'],,,,['Passy (métro de Paris)|Passy'],['Iéna (métro de Paris)|Iéna'],,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],['Réseau de bus Le Bus Direct|Le Bus Direct'],,,['Arrondissements de Paris|Arrondissement'],,['formatnum:8973095'],https://fr.wikipedia.org/w/index.php?title=Trocad%C3%A9ro_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Tuileries (métro de Paris),,,,,,,11-01,,['Bus RATP/correspondances avec intitulé|72'],['Noctilien/correspondances avec intitulé|N11|N24'],,,,RATP,,Paris/1er arrondissement de Paris,Metro tuileries2.jpg,48.8644970966975,['Métro de Paris/correspondance|1'],,['Métro de Paris/correspondance|1'],,,,,2.33031418026416,,Vue des quais depuis la crypte.,['date|19|juillet|1900|dans les chemins de fer'],Tuileries,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['1er'],['Concorde (métro de Paris)|Concorde'],,,,,['Palais-Royal - Musée du Louvre (métro de Paris)|Palais-Royal - Musée du Louvre'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2616916'],https://fr.wikipedia.org/w/index.php?title=Tuileries_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Vaneau (métro de Paris),,,,,,,02-08,,['Bus RATP/correspondances avec intitulé|39|70|87'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/7e arrondissement de Paris/6e arrondissement de Paris,Métro Station Vaneau Paris 2.jpg,48.848811,['Métro de Paris/correspondance|10'],,,,,,,2.321205,,['rue de Sèvres'],"['30 décembre dans les chemins de fer|30 décembre', '1923 dans les chemins de fer|1923']",Vaneau,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['6e', '7e']",['Duroc (métro de Paris)|Duroc'],,,,,['Sèvres - Babylone (métro de Paris)|Sèvres - Babylone'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:964320'],https://fr.wikipedia.org/w/index.php?title=Vaneau_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Varenne (métro de Paris),,,,,,,1012.0,,,,,,,['Régie autonome des transports parisiens|RATP'],,Paris/7e arrondissement de Paris,Station métro Varenne - IMG 3715.jpg,48.85623756738176,['Métro de Paris/correspondances|13'],,,,,,,2.314920723438263,,L'entrée de la station.,"['30 décembre dans les chemins de fer|30 décembre', '1923 dans les chemins de fer|1923', 'Métro de Paris/correspondances|10', '27 juillet dans les chemins de fer|27 juillet', '1937 dans les chemins de fer|1937', 'Métro de Paris/correspondances|ancienne 14', '9 novembre dans les chemins de fer|9 novembre', '1976 dans les chemins de fer|1976', 'Métro de Paris/correspondances|13']",Varenne,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Invalides (métro de Paris)|Invalides'],,,,,['Saint-François-Xavier (métro de Paris)|Saint-François-Xavier'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1538258'],https://fr.wikipedia.org/w/index.php?title=Varenne_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],3.0,1.0
Vaugirard (métro de Paris),,,,,,,1604.0,,['Bus RATP/correspondances nombreuses avec intitulé|39|70|80|88'],['Noctilien/correspondances avec intitulé|N13|N62'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/15e arrondissement de Paris,Paris 06 2012 line 12 Metro Vaugirard 3150.JPG,48.839649,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.301491,['Unité|75|m'],['MF 67'],"['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Vaugirard<br /><small>''Adolphe Chérioux''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Volontaires (métro de Paris)|Volontaires'],,,,,['Convention (métro de Paris)|Convention'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3910263'],https://fr.wikipedia.org/w/index.php?title=Vaugirard_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Vavin (métro de Paris),,,,,,,407.0,,['Bus RATP/correspondances nombreuses avec intitulé|58|68|82|91'],['Noctilien/correspondances avec intitulé|N01|N02'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/14e arrondissement de Paris/6e arrondissement de Paris,Vavin - MP 59.jpg,48.84223222941752,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.328948676586151,,['MP 59'],"['9 janvier dans les chemins de fer|9 janvier', '1910 dans les chemins de fer|1910']",Vavin,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,['Raspail (métro de Paris)|Raspail'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2212681'],https://fr.wikipedia.org/w/index.php?title=Vavin_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Victor Hugo (métro de Paris),,,,,,,1810.0,,['Bus RATP/correspondances avec intitulé|52|82'],,,,,RATP,,Ligne 2 du métro de Paris/Paris/16e arrondissement de Paris,Metro de Paris Victor Hugo entree.jpg,48.869817,['Métro de Paris/correspondance|2'],,['Métro de Paris/correspondance|2'],,,,,2.285199,,['édicule Guimard'],['Date|13|décembre|1900|dans les chemins de fer'],Victor Hugo,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte Dauphine (métro de Paris)|Porte Dauphine'],,,,,['Charles de Gaulle - Étoile (métro de Paris)|Charles de Gaulle - Étoile'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3908009'],https://fr.wikipedia.org/w/index.php?title=Victor_Hugo_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Villejuif - Léo Lagrange (métro de Paris),,,,,,,26-07,,['Bus RATP/correspondances avec intitulé|185|v7'],['Noctilien/correspondances avec intitulé|N15|N22'],,,,RATP,,Paris et la petite couronne,Ligne-7-Ville-juif-Leo-Lagr.jpg,48.8037684557526,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.3639273643493652,,La station au niveau des quais.,['Date|28|février|1985|dans les chemins de fer'],Villejuif - Léo Lagrange,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Le Kremlin-Bicêtre (métro de Paris)|Le Kremlin-Bicêtre'],,,,,['Villejuif - Paul Vaillant-Couturier (métro de Paris)|Villejuif - Paul Vaillant-Couturier'],,,,,,,Bus RATP,Noctilien,,,,,,['formatnum:2558494'],https://fr.wikipedia.org/w/index.php?title=Villejuif_-_L%C3%A9o_Lagrange_(m%C3%A9tro_de_Paris)&action=raw,['Villejuif'],2.0,2.0
Villejuif - Louis Aragon (métro de Paris),,,,['Philippe Gazeau'],['Nathalie Junod Ponsard'],,26-09,,"[""Tramway d'Île-de-France/correspondances avec intitulé|7""]","['Bus RATP/correspondances nombreuses avec intitulé|162|172|180|185', 'Bus RATP/correspondances|286|380|v7']",['Noctilien/correspondances avec intitulé|N15|N22'],,,RATP,,Paris et la petite couronne,VillejuifAragon.JPG,48.787175476521305,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],['Métro de Paris/correspondance|15'],,,,2.3675644397735596,,Les quais de la station Villejuif - Louis Aragon.,['Date|28|février|1985|dans les chemins de fer'],Villejuif - Louis Aragon,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Villejuif - Paul Vaillant-Couturier (métro de Paris)|Villejuif - Paul Vaillant-Couturier'],['Villejuif - Institut Gustave-Roussy (métro de Paris)|Villejuif - Institut Gustave-Roussy'],,,,'''Terminus''',['Vitry Centre (métro de Paris)|Vitry Centre'],,,,,,Tramway,Bus RATP,Noctilien,,,,,['Unité|7479307|voyageurs'],https://fr.wikipedia.org/w/index.php?title=Villejuif_-_Louis_Aragon_(m%C3%A9tro_de_Paris)&action=raw,['Villejuif'],2.0,3.0
Villejuif - Paul Vaillant-Couturier (métro de Paris),,,,,,,26-08,,['Bus RATP/correspondances avec intitulé|162|185|v7'],['Noctilien/correspondances avec intitulé|N15|N22'],,,,RATP,,Paris et la petite couronne,Ligne7-PVC-rame part nord.jpg,48.795991235303404,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.368248403072357,,"['MF 77', 'La Courneuve - 8 Mai 1945 (métro de Paris)|La Courneuve - 8 Mai 1945']",['Date|28|février|1985|dans les chemins de fer'],Villejuif - Paul Vaillant-Couturier<br /><small>''Hôpital Paul Brousse''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,['Villejuif - Léo Lagrange (métro de Paris)|Villejuif - Léo Lagrange'],,,,,['Villejuif - Louis Aragon (métro de Paris)|Villejuif - Louis Aragon'],,,,,,,Bus RATP,Noctilien,,,,,,['formatnum:2261934'],https://fr.wikipedia.org/w/index.php?title=Villejuif_-_Paul_Vaillant-Couturier_(m%C3%A9tro_de_Paris)&action=raw,['Villejuif'],2.0,3.0
Villiers (métro de Paris),,,,,,,603.0,,['Bus RATP/correspondances nombreuses avec intitulé|20|30|93'],['Noctilien/correspondances avec intitulé|N16|N52'],,,,RATP,,Paris/17e arrondissement de Paris/8e arrondissement de Paris,Metro de Paris - Ligne 3 - Villiers 03.jpg,48.881130389686575,['Métro de Paris/correspondances|2|3'],,['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|3'],,,,2.314867079257965,,['Ligne 3 du métro de Paris|ligne 3'],"['Date|21|janvier|1903|dans les chemins de fer', 'Métro de Paris/correspondance|2', 'Date|19|octobre|1904|dans les chemins de fer', 'Métro de Paris/correspondance|3']",Villiers,Avenue de Villiers,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e']",['Monceau (métro de Paris)|Monceau'],['Malesherbes (métro de Paris)|Malesherbes'],,,,['Rome (métro de Paris)|Rome'],['Europe (métro de Paris)|Europe'],,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:6309746'],https://fr.wikipedia.org/w/index.php?title=Villiers_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Volontaires (métro de Paris),,,,,,,16-03,,['Bus RATP/correspondances nombreuses avec intitulé|39|70|89'],['Noctilien/correspondances avec intitulé|N13|N62'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/15e arrondissement de Paris,Volontaires rénovée quai Issy par Cramos.JPG,48.84134253310685,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.307504415512085,['Unité|75|m'],['Société du chemin de fer électrique souterrain Nord-Sud de Paris|Nord-Sud'],"['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Volontaires,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Pasteur (métro de Paris)|Pasteur'],,,,,['Vaugirard (métro de Paris)|Vaugirard'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2511126'],https://fr.wikipedia.org/w/index.php?title=Volontaires_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Voltaire (métro de Paris),,,,,,,24-01,,['Bus RATP/correspondances nombreuses avec intitulé|46|56|61|69'],['Noctilien/correspondances avec intitulé|N16|N34'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/11e arrondissement de Paris,Metro de Paris - Ligne 9 - Voltaire 01.jpg,48.857802886000655,['Métro de Paris/correspondance|9'],,['Métro de Paris/correspondance|9'],,,,,2.3801064491271973,,Vue d'ensemble des quais.,['date|10|décembre|1933|dans les chemins de fer'],Voltaire<br /><small>''Léon Blum''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Ambroise (métro de Paris)|Saint-Ambroise'],,,,,['Charonne (métro de Paris)|Charonne'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:5341865'],https://fr.wikipedia.org/w/index.php?title=Voltaire_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Wagram (métro de Paris),,,,,,,3004.0,,['Bus RATP/correspondances avec intitulé|31|93'],['Noctilien/correspondances avec intitulé|N16|N52'],,,,RATP,,Paris/17e arrondissement de Paris,Metro de Paris - Ligne 3 - Wagram 01.jpg,48.884057,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.303668,,"[""Pont de Levallois - Bécon (métro de Paris)|''Pont de Levallois - Bécon''""]",['Date|23|mai|1910|dans les chemins de fer'],Wagram,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Pereire (métro de Paris)|Pereire'],,,,,['Malesherbes (métro de Paris)|Malesherbes'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2617716'],https://fr.wikipedia.org/w/index.php?title=Wagram_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Arsenal (métro de Paris),,,,,,,Non,,,,,,,RATP,['Date|2 septembre 1939|dans les chemins de fer'],Paris/4e arrondissement de Paris,,48.849042,['Métro de Paris/correspondance|5'],,['Métro de Paris/correspondance|5'],,,,,2.366642,,,['Date|17 décembre 1906|dans les chemins de fer'],Arsenal,,['France'],,['Régie autonome des transports parisiens|RATP'],,['e'],['Bastille (métro de Paris)|Bastille'],,,,,['Quai de la Rapée (métro de Paris)|Quai de la Rapée'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Arsenal_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,
Champ de Mars (métro de Paris),,,,,,,Non,,,,,,,['Régie autonome des transports parisiens|RATP'],"['2 septembre dans les chemins de fer|2 septembre', '1939 dans les chemins de fer|1939']",Paris/7e arrondissement de Paris,,48.85185547379466,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.3018798232078552,,,"['13 juillet dans les chemins de fer|13\xa0juillet', '1913 dans les chemins de fer|1913']",Champ de Mars,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle'],,,,,['École Militaire (métro de Paris)|École Militaire'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Champ_de_Mars_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,1.0
Saint-Martin (métro de Paris),,,,,,,Non,,,,,,,RATP,['Date|2|septembre|1939|dans les chemins de fer'],Paris/10e arrondissement de Paris/3e arrondissement de Paris,Entrée Saint Martin.jpeg,48.86844,['Métro de Paris/correspondances|8|9'],,['Métro de Paris/correspondance|8'],['Métro de Paris/correspondance|9'],,,,2.358661,,"['boulevard Saint-Martin', 'rue René-Boulanger']","['Date|5|mai|1931|dans les chemins de fer', 'Métro de Paris/correspondance|8', 'Date|10|décembre|1933|dans les chemins de fer', 'Métro de Paris/correspondance|9']",Saint-Martin,,['France'],,['Régie autonome des transports parisiens|RATP'],,"['e', 'e']",['Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis'],['Strasbourg - Saint-Denis (métro de Paris)|Strasbourg - Saint-Denis'],,,,['République (métro de Paris)|République'],['République (métro de Paris)|République'],,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Saint-Martin_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,1.0
Croix-Rouge (métro de Paris),,,,,,,Non,,,,,,,['Régie autonome des transports parisiens|RATP'],"['2 septembre dans les chemins de fer|2 septembre', '1939 dans les chemins de fer|1939']",Paris/6e arrondissement de Paris,Croix Rouge.jpg,48.85189430192224,['Métro de Paris/correspondance|10'],,['Métro de Paris/correspondance|10'],,,,,2.329503893852234,,"['MF 67', 'Journées européennes du patrimoine|Journées du patrimoine', 'Date-|17 septembre 2006']","['30 décembre dans les chemins de fer|30 décembre', '1923 dans les chemins de fer|1923']",Croix-Rouge,,['France'],,['Régie autonome des transports parisiens|RATP'],,['e'],['Sèvres - Babylone (métro de Paris)|Sèvres - Babylone'],,,,,['Mabillon (métro de Paris)|Mabillon'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Croix-Rouge_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,1.0
Haxo (métro de Paris),,,,,,Aucune,non,['1921 dans les chemins de fer|1921'],,,,,,['Régie autonome des transports parisiens|RATP'],Jamais ouverte,Paris,Haxo station fantome.jpg,48.8787,Aucune,,,,,,,2.40164,,Vue d'ensemble sur la station fantôme,,Haxo,,['France'],,['Régie autonome des transports parisiens|RATP'],,['e'],,,,,,,,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Haxo_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,
Porte Molitor (métro de Paris),,,,,,,absent,Construite en 1923,,,,,,['Régie autonome des transports parisiens|RATP'],,Paris,Porte Molitor2.jpg,48.842982457079444,Jamais ouverte,,,,,,,2.2563359141349792,,"Photo de l’intérieur de la station,<br />où l’on note l’absence de sortie.",,Porte Molitor,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,['e'],,,,,,,,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Porte_Molitor_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Gare du Nord USFRT (métro de Paris),,,,,,,non,,,,,,,['Régie autonome des transports parisiens|RATP'],"['12 octobre dans les chemins de fer|12 octobre', '1942 dans les chemins de fer|1942']",Paris,Gare du Nord USFRT patrimoine.jpg,48.879287097593966,['Métro de Paris/correspondance|5'],,,,,,,2.354367971420288,,['Journées européennes du patrimoine|journées du patrimoine'],"['15 novembre dans les chemins de fer|15 novembre', '1907 dans les chemins de fer|1907']",Gare du Nord USFRT,,['France'],,['Régie autonome des transports parisiens|RATP'],,['e'],,,,,,,,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Gare_du_Nord_USFRT_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],,
Martin Nadaud (métro de Paris),,,,,,,non,,,,,,,['Régie autonome des transports parisiens|RATP'],"['23 août dans les chemins de fer|23 août', '1969 dans les chemins de fer|1969']",Paris,,48.864898265538066,['Métro de Paris/correspondance|3'],,,,,,,2.398120164871216,,,"['25 janvier dans les chemins de fer|25 janvier', '1905 dans les chemins de fer|1905']",Martin Nadaud,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],,,,,,,,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,,https://fr.wikipedia.org/w/index.php?title=Martin_Nadaud_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Barbara (métro de Paris),,,,['Finn Geipel'],,,,,['Bus RATP/correspondances avec intitulé|128|323'],,,,,RATP,,Paris et la petite couronne,,48.8092,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.31766944,,,['2021'],Barbara,,['France'],-20 m,['Régie autonome des transports parisiens|RATP'],,,['Mairie de Montrouge (métro de Paris)|Mairie de Montrouge'],,,,,['Bagneux - Lucie Aubrac (métro de Paris)|Bagneux - Lucie Aubrac'],,,,,,,Bus,,,,,,,,https://fr.wikipedia.org/w/index.php?title=Barbara_(m%C3%A9tro_de_Paris)&action=raw,"['Montrouge', 'Bagneux (Hauts-de-Seine)|Bagneux']",,
Bagneux - Lucie Aubrac (métro de Paris),,,,"['Finn Geipel', 'Marc Barani']",Tatiana Trouvé<br /><small>(station de la ligne 15)</small>,,GA19 / 19BAG,,['Bus RATP/correspondances avec intitulé|162|187|188|197|388'],,,,,RATP,,Paris et la petite couronne,,48.80266077900825,['Métro de Paris/correspondances avec intitulé|4|15'],,['Métro de Paris/correspondance|4'],['Métro de Paris/correspondance|15'],,,,2.3173561692237854,,,['2021'],Bagneux - Lucie Aubrac,,['France'],"['Métro de Paris/correspondance|4', 'Métro de Paris/correspondance|15']","['Régie autonome des transports parisiens|RATP', 'Société du Grand Paris|SGP']",,,['Barbara (métro de Paris)|Barbara'],['Châtillon - Montrouge (métro de Paris)|Châtillon - Montrouge'],,,,'''Terminus''',['Arcueil - Cachan (métro de Paris)|Arcueil - Cachan'],,,,,,Bus,,,,,,,,https://fr.wikipedia.org/w/index.php?title=Bagneux_-_Lucie_Aubrac_(m%C3%A9tro_de_Paris)&action=raw,['Bagneux (Hauts-de-Seine)|Bagneux'],,2.0
