Nom,Fermetrue,Ouverture,latitude,longitude,Nom de référence
Saint-Mandé,16 juillet 2002,26 avril 1937,48.84629776,2.418673101,Saint-Mandé
Saint-Marcel,,6/2/1906 0:00:00,48.83798838,2.360416353,Saint-Marcel
Saint-Martin,9/2/1939 0:00:00,5/5/1931 0:00:00,48.86844,2.358661,Saint-Martin
Saint-Michel,,7/9/1910 0:00:00,48.85365036,2.343928814,Saint-Michel
Saint-Paul,,8/6/1900 0:00:00,48.8551436,2.360653354,Saint-Paul
Saint-Philippe du Roule,,5/27/1923 0:00:00,48.87194148,2.310036421,Saint-Philippe du Roule
Vaugirard,15 novembre 1913,1/9/1910 0:00:00,48.84684463,2.32691288,Saint-Placide
Saint-Placide,,15 novembre 1913,48.84684463,2.32691288,Saint-Placide
Saint-Sébastien,12 janvier 1932,5/5/1931 0:00:00,48.86047987,2.36735791,Saint-Sébastien - Froissart
Saint-Sébastien - Froissart,,12 janvier 1932,48.86047987,2.36735791,Saint-Sébastien - Froissart
Saint-Sulpice,,1/9/1910 0:00:00,48.85090947,2.330651879,Saint-Sulpice
Ségur,,9/29/1937 0:00:00,48.84743417,2.306852639,Ségur
Sentier,,11/20/1904 0:00:00,48.867569,2.346387,Sentier
Sèvres - Croix-Rouge,30 décembre 1923,11/5/1910 0:00:00,48.85150955,2.326655388,Sèvres - Babylone
Sèvres - Babylone,,30 décembre 1923,48.85150955,2.326655388,Sèvres - Babylone
Rue de Sèvres,1er novembre 1913,15 octobre 1907,48.84563376,2.309475839,Sèvres - Lecourbe
Avenue de Suffren,15 octobre 1907,24 avril 1906,48.84563376,2.309475839,Sèvres - Lecourbe
Simplon,,4/21/1908 0:00:00,48.89463269,2.347091065,Simplon
Solférino,,11/5/1910 0:00:00,48.85824935,2.323224843,Solférino
Aubervilliers - Boulevard de la Villette,10 février 1946,1/31/1903 0:00:00,48.88426295,2.365823686,Stalingrad
Stalingrad,,10 février 1946,48.88426295,2.365823686,Stalingrad
Boulevard Saint-Denis,5 mai 1931,4/21/1908 0:00:00,48.8695915,2.354008555,Strasbourg - Saint-Denis
Strasbourg - Saint-Denis,,5 mai 1931,48.8695915,2.354008555,Strasbourg - Saint-Denis
Sully - Morland,,6/3/1930 0:00:00,48.85142483,2.36189425,Sully - Morland
Télégraphe,,4/28/1935 0:00:00,48.87546271,2.398433983,Télégraphe
Temple,,10/19/1904 0:00:00,48.866488,2.360595,Temple
Ternes,,10/7/1902 0:00:00,48.878178,2.298671,Ternes
Tolbiac,,3/7/1930 0:00:00,48.826665,2.357678,Tolbiac
Trinité - d'Estienne d'Orves,,11/5/1910 0:00:00,48.87630241,2.333197296,Trinité - d'Estienne d'Orves
Trocadéro,,10/2/1900 0:00:00,48.86330141,2.287060618,Trocadéro
Tuileries,,7/19/1900 0:00:00,48.8644971,2.33031418,Tuileries
Vaneau,,12/30/1923 0:00:00,48.848811,2.321205,Vaneau
Varenne,,12/30/1923 0:00:00,48.85623757,2.314920723,Varenne
Vaugirard,,11/5/1910 0:00:00,48.839649,2.301491,Vaugirard
Vavin,,1/9/1910 0:00:00,48.84223223,2.328948677,Vavin
Victor Hugo,,12/13/1900 0:00:00,48.869817,2.285199,Victor Hugo
Villejuif - Léo Lagrange,,2/28/1985 0:00:00,48.80376846,2.363927364,Villejuif - Léo Lagrange
Villejuif - Louis Aragon,,2/28/1985 0:00:00,48.78717548,2.36756444,Villejuif - Louis Aragon
Villejuif - Paul Vaillant-Couturier,,2/28/1985 0:00:00,48.79599124,2.368248403,Villejuif - Paul Vaillant-Couturier
Villiers,,1/21/1903 0:00:00,48.88113039,2.314867079,Villiers
Volontaires,,11/5/1910 0:00:00,48.84134253,2.307504416,Volontaires
Voltaire,,12/10/1933 0:00:00,48.85780289,2.380106449,Voltaire
Wagram,,5/23/1910 0:00:00,48.884057,2.303668,Wagram
