Nom,end_date,start_date,latitude,longitude,Nom de référence,Note
Vaugirard,1913-11-15,1910-01-09,48.84684463,2.32691288,Saint-Placide,
Saint-Placide,,1913-11-15,48.84684463,2.32691288,Saint-Placide,
Saint-Sébastien,1932-01-12,1931-05-05,48.86047987,2.36735791,Saint-Sébastien - Froissart,
Saint-Sébastien - Froissart,,1932-01-12,48.86047987,2.36735791,Saint-Sébastien - Froissart,
Saint-Sulpice,,1910-01-09,48.85090947,2.330651879,Saint-Sulpice,
Ségur,,1937-09-29,48.84743417,2.306852639,Ségur,
Sentier,,1904-11-20,48.867569,2.346387,Sentier,
Sèvres - Croix-Rouge,1923-12-30,1910-11-05,48.85150955,2.326655388,Sèvres - Babylone,
Sèvres - Babylone,,1923-12-30,48.85150955,2.326655388,Sèvres - Babylone,Renommé
Sèvres - Lecourbe,,1913-11-01,48.84563376,2.309475839,Sèvres - Lecourbe,Renommé
Rue de Sèvres,1913-11-01,1907-10-15,48.84563376,2.309475839,Sèvres - Lecourbe,Renommé
Avenue de Suffren,1907-10-15,1906-04-24,48.84563376,2.309475839,Sèvres - Lecourbe,
Simplon,,1908-04-21,48.89463269,2.347091065,Simplon,
Solférino,,1910-11-05,48.85824935,2.323224843,Solférino,
Aubervilliers - Boulevard de la Villette,1946-02-10,1903-01-31,48.88426295,2.365823686,Stalingrad,
Stalingrad,,1946-02-10,48.88426295,2.365823686,Stalingrad,Renommé
Boulevard Saint-Denis,1931-05-05,1908-04-21,48.8695915,2.354008555,Strasbourg - Saint-Denis,
Strasbourg - Saint-Denis,,1931-05-05,48.8695915,2.354008555,Strasbourg - Saint-Denis,Renommé
Sully - Morland,,1930-06-03,48.85142483,2.36189425,Sully - Morland,
Télégraphe,,1935-04-28,48.87546271,2.398433983,Télégraphe,
Temple,,1904-10-19,48.866488,2.360595,Temple,
Ternes,,1902-10-07,48.878178,2.298671,Ternes,
Tolbiac,,1930-03-07,48.826665,2.357678,Tolbiac,
Trinité - d'Estienne d'Orves,,1910-11-05,48.87630241,2.333197296,Trinité - d'Estienne d'Orves,
Trocadéro,,1900-10-02,48.86330141,2.287060618,Trocadéro,
Tuileries,,1900-07-19,48.8644971,2.33031418,Tuileries,
Vaneau,,1923-12-30,48.848811,2.321205,Vaneau,
Varenne,1939-09-03,1923-12-30,48.85623757,2.314920723,Varenne,Fermée au début de la guerre
Varenne,,1962-12-24,48.85623757,2.314920723,Varenne,
Vaugirard,,1910-11-05,48.839649,2.301491,Vaugirard,
Vavin,,1910-01-09,48.84223223,2.328948677,Vavin,
Victor Hugo,1931-01-01,1900-12-13,48.872605,2.285477,Victor Hugo,Déplacé - coordonnées d'apres cartometro.com | Date de déplacement exacte inconnue
Victor Hugo,,1931-01-01,48.869817,2.285199,Victor Hugo,Déplacé - date exacte inconnue (1931) | Alignée sur la fermeture de l'ancien site
Villejuif - Léo Lagrange,,1985-02-28,48.80376846,2.363927364,Villejuif - Léo Lagrange,
Villejuif - Louis Aragon,,1985-02-28,48.78717548,2.36756444,Villejuif - Louis Aragon,
Villejuif - Paul Vaillant-Couturier,,1985-02-28,48.79599124,2.368248403,Villejuif - Paul Vaillant-Couturier,
Villiers,,1903-01-21,48.88113039,2.314867079,Villiers,
Volontaires,,1910-11-05,48.84134253,2.307504416,Volontaires,
Voltaire,,1933-12-10,48.85780289,2.380106449,Voltaire,
Wagram,,1910-05-23,48.884057,2.303668,Wagram,
Pont Cardinet,,2020-12-14,48.8895194,2.31530278,Pont Cardinet,
Saint-Ouen,,2020-12-14,48.9044972,2.32180556,Saint-Ouen,
Bagneux - Lucie Aubrac,,2022-01-13,48.80266078,2.31735617,Bagneux - Lucie Aubrac,
Barbara,,2022-01-13,48.8092,2.31766944,Barbara,
Aimé Césaire,,2022-05-31,48.90831679,2.37801969,Aimé Césaire,
Mairie d'Aubervilliers,,2022-05-31,48.9138,2.38065,Mairie d'Aubervilliers,
Coteaux Beauclair,,2024-06-13,48.88224,2.46735,Coteaux Beauclair,
La Dhuys,,2024-06-13,48.87811,2.46549,La Dhuys,
Montreuil - Hôpital,,2024-06-13,48.8783,2.45456,Montreuil - Hôpital,
Romainville - Carnot,,2024-06-13,48.88317,2.44052,Romainville - Carnot,
Rosny - Bois-Perrier,,2024-06-13,48.88242,2.48083,Rosny - Bois-Perrier,
Serge Gainsbourg,,2024-06-13,48.88136,2.42743,Serge Gainsbourg,
Aéroport d'Orly,,2024-06-24,48.72875283,2.36237026,Aéroport d'Orly,
Chevilly-Larue,,2024-06-24,48.75836,2.366663,Chevilly-Larue,
Hôpital Bicêtre,,2024-06-24,48.8098167,2.34978333,Hôpital Bicêtre,
L'Haÿ-les-Roses,,2024-06-24,48.7752778,2.35408333,L'Haÿ-les-Roses,
Saint-Denis - Pleyel,,2024-06-24,48.9176,2.34667,Saint-Denis - Pleyel,
Thiais - Orly,,2024-06-24,48.747367,2.372931,Thiais - Orly,
Villejuif - Gustave Roussy,,2025-01-18,48.79329,2.34926,Villejuif - Gustave Roussy,Traversée sans arrêt depuis le 24 juin 2024 | Ouverture au public le 18 janvier 2025
